sex,fnlwgt,race,education_num,marital_status,occupation,relationship,race,capital_gain,capital_loss,hours_per_week,native_country,education,workclass,,income,age
Male,117683,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,HS-grad,Private,,>50K,39
Female,376540,White,9,Never-married,Adm-clerical,Not-in-family,White,0,0,30,United-States,HS-grad,Private,,<=50K,19
Female,72393,White,5,Divorced,Machine-op-inspct,Not-in-family,White,0,0,40,United-States,9th,Private,,<=50K,49
Male,270335,White,13,Married-civ-spouse,Adm-clerical,Other-relative,White,0,0,40,Philippines,Bachelors,Private,,>50K,32
Male,96226,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,70,United-States,HS-grad,Private,,<=50K,27
Male,95336,White,13,Married-civ-spouse,Sales,Husband,White,0,0,50,United-States,Bachelors,Private,,>50K,38
Female,258498,White,10,Married-civ-spouse,Craft-repair,Wife,White,0,0,60,United-States,Some-college,Private,,<=50K,33
Male,149698,White,10,Married-civ-spouse,?,Husband,White,0,0,15,United-States,Some-college,?,,<=50K,63
Male,205865,White,13,Never-married,Exec-managerial,Own-child,White,0,0,28,United-States,Bachelors,Private,,<=50K,23
Male,155781,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,60,?,Some-college,Self-emp-inc,,<=50K,33
Male,406468,Black,9,Married-civ-spouse,Sales,Husband,Black,0,0,40,United-States,HS-grad,Self-emp-not-inc,,<=50K,54
Female,177119,White,11,Divorced,Tech-support,Not-in-family,White,2174,0,45,United-States,Assoc-voc,Private,,<=50K,29
Female,144397,Black,10,Divorced,?,Unmarried,Black,0,0,30,United-States,Some-college,?,,<=50K,48
Male,372525,White,13,Never-married,Exec-managerial,Not-in-family,White,0,0,40,United-States,Bachelors,Self-emp-not-inc,,<=50K,35
Female,164170,Asian-Pac-Islander,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,0,0,40,India,Assoc-voc,Private,,<=50K,28
Male,183800,White,13,Married-civ-spouse,Prof-specialty,Husband,White,7688,0,50,United-States,Bachelors,Private,,>50K,37
Male,#NAME?,White,15,Married-civ-spouse,Farming-fishing,Husband,White,0,0,65,United-States,Prof-school,Self-emp-not-inc,,>50K,42
Male,170108,#NAME?,14,Married-civ-spouse,Prof-specialty,Husband,#NAME?,0,0,40,United-States,Masters,Private,,<=50K,40
#NAME?,341995,White,10,Divorced,Sales,Own-child,White,0,0,55,United-States,Some-college,Private,,<=50K,47
Female,226508,White,13,Never-married,Exec-managerial,Own-child,White,0,0,50,United-States,Bachelors,Private,,<=50K,22
Male,87418,#NAME?,13,Married-civ-spouse,Exec-managerial,Husband,#NAME?,0,0,45,United-States,Bachelors,Private,,>50K,30
Male,109165,White,9,Married-civ-spouse,Tech-support,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,28
Male,28856,White,4,Married-civ-spouse,Other-service,Husband,White,0,0,55,United-States,7th-8th,Local-gov,,<=50K,63
Male,175897,White,5,Married-civ-spouse,Craft-repair,Husband,White,0,0,20,United-States,9th,Self-emp-not-inc,,<=50K,51
Female,99697,White,9,Never-married,Handlers-cleaners,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,22
Male,90270,Amer-Indian-Eskimo,12,Married-civ-spouse,?,Own-child,Amer-Indian-Eskimo,0,0,40,United-States,Assoc-acdm,?,,<=50K,27
Male,152375,White,9,Never-married,Sales,Not-in-family,White,0,0,45,United-States,HS-grad,Private,,<=50K,35
Female,171550,White,9,Divorced,Machine-op-inspct,Not-in-family,White,0,0,38,United-States,HS-grad,Private,,<=50K,46
Male,211154,White,10,Divorced,Machine-op-inspct,Not-in-family,White,0,0,52,United-States,Some-college,Private,,<=50K,37
Male,202570,Black,13,Never-married,Prof-specialty,Own-child,Black,0,0,15,United-States,Bachelors,Private,,<=50K,24
Male,168496,White,9,Divorced,Handlers-cleaners,Own-child,White,0,0,10,United-States,HS-grad,Self-emp-not-inc,,<=50K,37
Male,68898,White,10,Married-civ-spouse,Tech-support,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,53
Male,93235,White,9,Never-married,Sales,Not-in-family,White,0,0,30,United-States,HS-grad,Private,,<=50K,#NAME?
Male,278924,White,10,Divorced,Craft-repair,Not-in-family,White,0,0,44,United-States,Some-college,Private,,<=50K,38
Male,311020,White,6,Married-civ-spouse,Farming-fishing,Husband,White,0,0,60,United-States,10th,Self-emp-not-inc,,<=50K,53
Male,175878,White,10,Never-married,Craft-repair,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,34
Male,543028,Black,9,Never-married,Sales,Own-child,Black,0,0,40,United-States,HS-grad,Private,,<=50K,23
Male,202027,White,13,Married-civ-spouse,Exec-managerial,Husband,White,15024,0,45,United-States,Bachelors,Private,,>50K,39
Female,158926,Asian-Pac-Islander,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,0,0,50,South,Masters,Private,,<=50K,43
Male,76860,Asian-Pac-Islander,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,40,United-States,HS-grad,Self-emp-inc,,>50K,67
Male,136063,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,30,United-States,HS-grad,Self-emp-not-inc,,<=50K,81
Male,186648,White,10,Never-married,Other-service,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,21
Male,257509,White,10,Never-married,Sales,Not-in-family,White,0,0,25,United-States,Some-college,Private,,<=50K,23
Male,98155,White,10,Never-married,Transport-moving,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,25
Female,274198,White,3,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,38,Mexico,5th-6th,Private,,<=50K,42
Female,97083,Black,10,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,40,United-States,Some-college,Private,,<=50K,38
Male,29825,White,9,Married-civ-spouse,?,Husband,White,0,0,5,United-States,HS-grad,?,,<=50K,64
Male,262153,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,32
#NAME?,214738,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,37
Male,138022,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,60,United-States,Masters,Private,,>50K,51
Female,91842,White,10,Never-married,Sales,Not-in-family,White,0,0,42,United-States,Some-college,Private,,<=50K,22
Female,373662,White,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,0,0,40,Guatemala,1st-4th,Private,,<=50K,33
Male,162003,White,9,Divorced,Machine-op-inspct,Not-in-family,White,0,0,55,United-States,HS-grad,Private,,<=50K,42
Female,#NAME?,White,10,Never-married,?,Own-child,White,0,0,10,United-States,Some-college,?,,<=50K,19
Male,241843,White,1,Married-civ-spouse,Other-service,Husband,White,0,0,40,United-States,Preschool,Local-gov,,<=50K,51
Female,375871,White,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,40,Mexico,HS-grad,Private,,<=50K,23
Male,186934,White,7,Married-civ-spouse,Machine-op-inspct,Husband,White,3103,0,44,United-States,11th,Private,,>50K,37
Male,176900,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,99,United-States,HS-grad,Private,,>50K,37
Female,21906,White,14,Never-married,Prof-specialty,Not-in-family,White,0,0,25,United-States,Masters,Private,,<=50K,47
Male,132222,White,15,Married-civ-spouse,Prof-specialty,Husband,White,0,2415,40,United-States,Prof-school,Private,,>50K,41
Male,143653,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,30,United-States,HS-grad,Private,,<=50K,33
Male,111567,White,13,Never-married,Sales,Not-in-family,White,0,0,40,United-States,Bachelors,Private,,>50K,31
Female,78602,Amer-Indian-Eskimo,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,0,0,40,United-States,Assoc-acdm,Private,,<=50K,31
Male,465507,Black,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,0,0,40,United-States,HS-grad,Private,,<=50K,35
Male,196373,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,HS-grad,Self-emp-inc,,>50K,38
Female,293227,White,9,Never-married,Other-service,Not-in-family,White,0,0,45,United-States,HS-grad,Private,,<=50K,18
Male,241752,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,20
Female,166398,Black,10,Divorced,Exec-managerial,Unmarried,Black,0,0,35,United-States,Some-college,Local-gov,,<=50K,54
Female,#NAME?,White,10,Divorced,Adm-clerical,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,40
Female,108293,White,13,Married-civ-spouse,Exec-managerial,Wife,White,0,1977,45,United-States,Bachelors,Self-emp-inc,,>50K,36
Male,250802,White,10,Divorced,Craft-repair,Unmarried,White,0,0,35,United-States,Some-college,Private,,<=50K,43
Male,325159,#NAME?,10,Divorced,Farming-fishing,Unmarried,#NAME?,0,0,40,United-States,Some-college,Self-emp-not-inc,,<=50K,44
Female,174675,#NAME?,9,Married-civ-spouse,Prof-specialty,Wife,#NAME?,0,0,40,United-States,HS-grad,State-gov,,>50K,44
Male,227065,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,43,United-States,Masters,Private,,>50K,43
Female,269080,Black,4,Widowed,Other-service,Unmarried,Black,0,0,40,United-States,7th-8th,Private,,<=50K,51
Female,177722,White,9,Never-married,Other-service,Own-child,White,0,0,20,United-States,HS-grad,Private,,<=50K,18
Male,133461,White,10,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,51
Male,239683,White,6,Married-civ-spouse,Craft-repair,Husband,White,0,0,30,?,10th,Private,,<=50K,41
Male,398473,White,10,Married-civ-spouse,Sales,Husband,White,0,0,70,United-States,Some-college,Self-emp-inc,,>50K,44
Male,298785,White,6,Divorced,Transport-moving,Not-in-family,White,0,0,40,United-States,10th,Local-gov,,<=50K,33
Male,123424,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Bachelors,Self-emp-not-inc,,>50K,33
Male,176286,White,12,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Assoc-acdm,Private,,>50K,42
Male,150062,White,10,Married-civ-spouse,Prof-specialty,Husband,White,0,0,45,United-States,Some-college,Private,,<=50K,25
Female,169240,White,#NAME?,Divorced,Machine-op-inspct,Not-in-family,White,0,0,38,United-States,?,Private,,<=50K,32
Male,288273,White,13,Married-civ-spouse,Craft-repair,Husband,White,0,0,70,Mexico,Bachelors,Private,,<=50K,32
Female,526968,White,6,Divorced,Exec-managerial,Unmarried,White,0,0,40,United-States,10th,Private,,<=50K,36
Male,57066,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,28
Female,323573,White,9,Never-married,Other-service,Own-child,White,0,0,20,United-States,HS-grad,Private,,<=50K,20
Male,368825,White,#NAME?,Married-civ-spouse,Sales,Husband,White,0,0,60,United-States,?,Self-emp-inc,,>50K,35
Male,189721,#NAME?,9,Married-civ-spouse,Craft-repair,Husband,#NAME?,0,0,20,United-States,HS-grad,Self-emp-not-inc,,<=50K,55
Male,164966,Asian-Pac-Islander,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,40,India,Bachelors,Private,,>50K,48
Female,94954,White,11,Widowed,?,Not-in-family,White,0,0,20,United-States,Assoc-voc,?,,<=50K,36
Male,202046,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,35,United-States,HS-grad,Private,,>50K,34
Female,161538,White,13,Never-married,Tech-support,Not-in-family,White,0,0,35,United-States,Bachelors,Private,,<=50K,28
Male,105252,White,13,Widowed,Exec-managerial,Not-in-family,White,0,2392,40,United-States,Bachelors,Private,,>50K,67
Male,200153,#NAME?,9,Married-civ-spouse,Craft-repair,Husband,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,37
Male,32185,White,9,Never-married,Transport-moving,Unmarried,White,0,0,70,United-States,HS-grad,Private,,<=50K,44
Female,178326,White,10,Never-married,Sales,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,25
Female,255957,White,10,Never-married,Exec-managerial,Not-in-family,White,4101,0,40,United-States,Some-college,Private,,<=50K,21
Male,188693,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,35,United-States,Masters,State-gov,,>50K,40
Female,182977,Black,9,Widowed,Other-service,Not-in-family,Black,2964,0,40,United-States,HS-grad,Private,,<=50K,78
Male,159929,White,9,Divorced,Handlers-cleaners,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,34
Female,123207,White,9,Never-married,Adm-clerical,Not-in-family,White,0,0,44,United-States,HS-grad,Private,,<=50K,49
Female,284317,White,12,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,Assoc-acdm,Private,,<=50K,22
Female,#NAME?,#NAME?,9,Never-married,?,Unmarried,#NAME?,0,0,40,United-States,HS-grad,?,,<=50K,23
Male,154474,White,9,Never-married,Farming-fishing,Unmarried,White,0,0,42,United-States,HS-grad,Self-emp-not-inc,,<=50K,60
Male,318280,White,9,Widowed,Protective-serv,Not-in-family,White,0,0,40,United-States,HS-grad,Local-gov,,>50K,45
Female,254907,White,11,Divorced,Other-service,Not-in-family,White,0,0,20,United-States,Assoc-voc,Private,,<=50K,63
Female,349221,Black,9,Never-married,Craft-repair,Own-child,Black,0,0,35,United-States,HS-grad,Private,,<=50K,41
Female,335973,White,9,Divorced,Adm-clerical,Unmarried,White,0,0,40,United-States,HS-grad,Private,,<=50K,47
Male,#NAME?,White,9,Divorced,Craft-repair,Unmarried,White,0,0,40,United-States,HS-grad,Private,,<=50K,44
Female,122159,White,10,Widowed,Prof-specialty,Not-in-family,White,3325,0,40,United-States,Some-college,Private,,<=50K,51
Male,187370,White,13,Never-married,Sales,Not-in-family,White,0,1504,40,United-States,Bachelors,Private,,<=50K,46
Male,194636,White,11,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,41
Male,124793,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,30,United-States,HS-grad,Self-emp-not-inc,,<=50K,50
Male,192835,White,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,50,United-States,HS-grad,Private,,>50K,47
Male,290226,White,9,Never-married,Exec-managerial,Not-in-family,White,0,0,45,United-States,HS-grad,Private,,<=50K,35
Male,112840,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,55,United-States,HS-grad,Private,,>50K,56
Male,89325,White,14,Divorced,Prof-specialty,Not-in-family,White,0,0,45,United-States,Masters,Private,,<=50K,45
Male,33109,White,13,Divorced,Exec-managerial,Unmarried,White,0,0,58,United-States,Bachelors,Federal-gov,,>50K,48
Male,82465,White,10,Married-civ-spouse,Machine-op-inspct,Husband,White,2580,0,40,United-States,Some-college,Private,,<=50K,40
Male,329980,White,13,Married-civ-spouse,Exec-managerial,Husband,White,15024,0,50,United-States,Bachelors,Self-emp-inc,,>50K,39
Male,148294,White,10,Never-married,Other-service,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,20
Male,168212,White,16,Married-civ-spouse,Prof-specialty,Husband,White,0,1902,65,United-States,Doctorate,Private,,>50K,50
Female,343642,White,9,Married-civ-spouse,Prof-specialty,Wife,White,0,0,40,United-States,HS-grad,State-gov,,>50K,38
Female,115244,White,13,Never-married,Prof-specialty,Own-child,White,0,0,60,United-States,Bachelors,Local-gov,,<=50K,23
Male,162572,White,9,Never-married,Other-service,Own-child,White,0,0,16,United-States,HS-grad,Private,,<=50K,31
Male,356067,White,13,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,United-States,Bachelors,Private,,<=50K,58
Male,271567,Black,9,Separated,Machine-op-inspct,Not-in-family,Black,0,0,40,United-States,HS-grad,Private,,<=50K,66
Male,180804,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,HS-grad,Self-emp-inc,,>50K,39
Male,123011,White,9,Married-civ-spouse,Craft-repair,Husband,White,15024,0,52,United-States,HS-grad,Self-emp-not-inc,,>50K,54
Male,109186,White,10,Married-civ-spouse,Sales,Husband,White,0,0,50,Germany,Some-college,Private,,<=50K,26
Female,220537,#NAME?,9,Divorced,Machine-op-inspct,Not-in-family,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,51
Male,124827,White,11,Never-married,Transport-moving,Own-child,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,34
Male,767403,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,3103,0,40,United-States,HS-grad,Private,,>50K,50
Male,118494,White,10,Married-civ-spouse,Prof-specialty,Husband,White,0,0,44,United-States,Some-college,Private,,>50K,42
Male,173208,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,25,United-States,Masters,Private,,<=50K,38
Male,107373,White,4,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,40,United-States,7th-8th,Private,,<=50K,48
Female,#NAME?,White,11,Married-civ-spouse,Tech-support,Wife,White,0,0,40,United-States,Assoc-voc,Private,,>50K,33
Female,191965,White,9,Widowed,Other-service,Unmarried,White,0,0,32,United-States,HS-grad,Private,,<=50K,51
Male,122346,White,9,Divorced,Craft-repair,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,22
Male,117201,White,9,Never-married,?,Own-child,White,0,0,30,United-States,HS-grad,?,,<=50K,19
Male,198316,White,10,Never-married,Craft-repair,Not-in-family,White,0,0,50,Japan,Some-college,Private,,<=50K,41
Male,123075,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,35,United-States,Masters,Local-gov,,>50K,48
Female,209370,White,9,Separated,Sales,Not-in-family,White,0,0,30,United-States,HS-grad,Private,,<=50K,42
Male,33117,White,10,Married-civ-spouse,Other-service,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,34
Female,#NAME?,Black,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,40,United-States,HS-grad,Private,,<=50K,23
Male,169133,White,9,Married-civ-spouse,Other-service,Husband,White,0,0,50,Yugoslavia,HS-grad,Private,,<=50K,56
Male,201624,Black,13,Never-married,Prof-specialty,Not-in-family,Black,0,0,45,?,Bachelors,Private,,<=50K,30
Male,368561,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,55,United-States,HS-grad,Private,,>50K,45
Female,207848,White,6,Married-civ-spouse,Adm-clerical,Wife,White,0,0,40,United-States,10th,Private,,<=50K,48
Male,#NAME?,Asian-Pac-Islander,14,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,0,0,50,India,Masters,Self-emp-inc,,<=50K,48
Female,93106,White,11,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,31
Male,223515,White,12,Never-married,Other-service,Own-child,White,0,1719,20,United-States,Assoc-acdm,State-gov,,<=50K,20
Male,389713,White,10,Never-married,Sales,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,27
Female,206365,#NAME?,9,Never-married,Other-service,Not-in-family,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,32
Male,431192,White,4,Widowed,?,Not-in-family,White,0,0,2,United-States,7th-8th,?,,<=50K,76
Male,241616,White,9,Never-married,?,Unmarried,White,0,2001,40,United-States,HS-grad,?,,<=50K,19
Male,150726,White,5,Married-civ-spouse,Exec-managerial,Husband,White,1409,0,1,?,9th,Self-emp-inc,,<=50K,66
Male,123785,White,9,Never-married,Other-service,Not-in-family,White,0,0,75,United-States,HS-grad,Private,,<=50K,37
Female,289984,Black,9,Divorced,Priv-house-serv,Unmarried,Black,0,0,30,United-States,HS-grad,Private,,<=50K,34
Female,164309,#NAME?,7,Married-civ-spouse,?,Wife,#NAME?,0,0,8,United-States,11th,?,,<=50K,34
Female,137018,White,9,Never-married,Other-service,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,90
Female,137994,Black,10,Never-married,Machine-op-inspct,Own-child,Black,0,0,40,United-States,Some-college,Private,,<=50K,23
Female,341204,White,10,Divorced,Adm-clerical,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,43
Male,167005,White,13,Married-civ-spouse,Exec-managerial,Husband,White,7688,0,60,United-States,Bachelors,Private,,>50K,44
Female,34446,White,10,Never-married,Tech-support,Not-in-family,White,0,0,37,United-States,Some-college,Private,,<=50K,24
Male,187160,White,15,Divorced,Prof-specialty,Unmarried,White,0,0,55,United-States,Prof-school,Private,,<=50K,28
Female,196288,White,12,Never-married,?,Not-in-family,White,0,0,20,United-States,Assoc-acdm,?,,<=50K,64
Male,217961,White,10,Married-civ-spouse,Other-service,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,23
Female,74631,White,10,Never-married,Sales,Not-in-family,White,0,0,50,United-States,Some-college,Private,,<=50K,20
Male,156667,White,13,Married-civ-spouse,Prof-specialty,Husband,White,0,1902,50,United-States,Bachelors,Private,,>50K,36
Male,125155,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,61
Male,263925,White,13,Married-civ-spouse,Sales,Husband,White,0,0,40,Canada,Bachelors,Self-emp-not-inc,,>50K,53
Male,296453,#NAME?,13,Married-civ-spouse,Adm-clerical,Husband,#NAME?,7298,0,40,United-States,Bachelors,Private,,>50K,30
Male,44728,White,10,Married-civ-spouse,Sales,Husband,White,0,0,55,United-States,Some-college,Self-emp-not-inc,,>50K,52
Male,193026,White,10,Divorced,Craft-repair,Not-in-family,White,0,0,40,Iran,Some-college,Private,,<=50K,38
Male,#NAME?,White,13,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Bachelors,Private,,<=50K,32
Male,106742,White,8,Married-civ-spouse,Transport-moving,Husband,White,0,0,75,United-States,12th,Self-emp-not-inc,,<=50K,30
Female,302122,White,11,Divorced,Craft-repair,Not-in-family,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,41
Male,193960,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,1902,40,United-States,Masters,Local-gov,,>50K,49
Male,185385,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,47,United-States,HS-grad,Private,,>50K,45
#NAME?,277647,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,35,United-States,HS-grad,Self-emp-not-inc,,<=50K,43
Male,128848,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,3471,0,40,United-States,HS-grad,Private,,<=50K,61
Male,377701,White,9,Married-civ-spouse,Other-service,Husband,White,0,0,32,Mexico,HS-grad,Private,,<=50K,54
Female,157886,White,12,Separated,Other-service,Unmarried,White,0,0,40,United-States,Assoc-acdm,Private,,<=50K,34
Male,175958,White,10,Married-civ-spouse,Sales,Husband,White,0,0,80,United-States,Some-college,Private,,>50K,49
Male,223004,White,10,Never-married,Other-service,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,38
Male,199352,White,15,Married-civ-spouse,Prof-specialty,Husband,White,0,1977,80,United-States,Prof-school,Private,,>50K,35
Male,29984,White,8,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,12th,Private,,<=50K,36
Male,181651,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,50,United-States,Bachelors,Private,,<=50K,30
Female,117312,White,12,Divorced,Tech-support,Not-in-family,White,0,0,60,United-States,Assoc-acdm,Private,,<=50K,36
Female,34029,White,13,Never-married,Prof-specialty,Own-child,White,0,0,20,United-States,Bachelors,Local-gov,,<=50K,22
Male,132879,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,1902,40,United-States,HS-grad,Private,,>50K,38
Male,215310,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,50,United-States,HS-grad,Private,,>50K,37
Female,55863,White,16,Married-civ-spouse,Prof-specialty,Wife,White,0,1902,46,United-States,Doctorate,State-gov,,>50K,48
Male,220384,White,7,Never-married,Adm-clerical,Own-child,White,0,0,15,United-States,11th,Private,,<=50K,17
Male,36012,White,10,Never-married,Craft-repair,Own-child,White,0,0,20,United-States,Some-college,Self-emp-not-inc,,<=50K,19
Female,137645,Black,13,Never-married,Sales,Not-in-family,Black,0,1590,40,United-States,Bachelors,Private,,<=50K,27
Male,191342,Asian-Pac-Islander,13,Never-married,Sales,Own-child,Asian-Pac-Islander,0,0,50,Taiwan,Bachelors,Private,,<=50K,22
Male,31339,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,49
Female,227910,White,11,Married-civ-spouse,Prof-specialty,Wife,White,0,0,40,United-States,Assoc-voc,State-gov,,>50K,43
Female,173728,White,13,Separated,Prof-specialty,Unmarried,White,0,0,40,United-States,Bachelors,Private,,<=50K,43
Female,167816,White,9,Divorced,Exec-managerial,Not-in-family,White,0,0,35,United-States,HS-grad,Local-gov,,<=50K,19
Male,81642,White,9,Married-civ-spouse,Farming-fishing,Husband,White,0,0,60,United-States,HS-grad,Self-emp-not-inc,,<=50K,58
Male,195258,White,10,Married-civ-spouse,Protective-serv,Husband,White,0,0,40,United-States,Some-college,Local-gov,,>50K,41
Male,232475,White,10,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,31
Male,241259,White,11,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,30
Male,118161,White,9,Married-civ-spouse,Protective-serv,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,32
Male,201954,White,#NAME?,Never-married,Exec-managerial,Not-in-family,White,0,0,35,United-States,?,Private,,<=50K,29
Male,150533,White,10,Married-civ-spouse,Exec-managerial,Husband,White,7298,0,52,United-States,Some-college,Private,,>50K,42
Male,412296,White,9,Divorced,Craft-repair,Own-child,White,0,0,28,United-States,HS-grad,Private,,<=50K,38
Male,133060,White,12,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,Assoc-acdm,Federal-gov,,>50K,41
Male,120539,White,13,Never-married,Sales,Not-in-family,White,0,0,50,United-States,Bachelors,Self-emp-not-inc,,>50K,44
Male,#NAME?,Asian-Pac-Islander,16,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,60,China,Doctorate,Private,,<=50K,31
Male,107793,White,9,Divorced,Craft-repair,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,#NAME?
Male,163870,White,10,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,21
Male,361280,Asian-Pac-Islander,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,0,20,India,Bachelors,Self-emp-not-inc,,<=50K,22
Male,92178,White,6,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,10th,Private,,<=50K,62
Female,80710,White,9,Never-married,?,Own-child,White,0,0,40,United-States,HS-grad,?,,<=50K,19
Female,260729,White,9,Married-civ-spouse,Sales,Wife,White,0,1977,25,United-States,HS-grad,Self-emp-inc,,>50K,29
Female,182254,White,10,Divorced,Prof-specialty,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,43
Male,140282,White,4,Married-civ-spouse,?,Husband,White,0,0,8,United-States,7th-8th,?,,<=50K,68
Male,149865,White,13,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,60,United-States,Bachelors,Self-emp-inc,,>50K,45
Male,218184,White,5,Married-civ-spouse,Exec-managerial,Husband,White,0,1651,40,Mexico,9th,Self-emp-inc,,<=50K,39
Male,118619,Black,13,Married-civ-spouse,Exec-managerial,Husband,Black,0,0,50,United-States,Bachelors,Private,,<=50K,41
Female,196791,White,12,Married-civ-spouse,Prof-specialty,Wife,White,0,0,25,United-States,Assoc-acdm,Self-emp-not-inc,,>50K,34
Female,167999,White,9,Divorced,Adm-clerical,Unmarried,White,0,0,33,United-States,HS-grad,Local-gov,,<=50K,34
